Waf: Entering directory `/root/ns-allinone-3.29/ns-3.29/build'
Waf: Leaving directory `/root/ns-allinone-3.29/ns-3.29/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (6.194s)
1	1.0049	0.836671
1	1.00581	1.41057
1	1.00672	1.82835
1	1.00836	1.96
0	1.00927	0.441798
0	1.01018	0.804463
1	1.0111	1.84584
0	1.01201	1.02339
1	1.01292	1.90229
0	1.01383	1.18457
0	1.01474	1.38912
1	1.01566	1.83147
0	1.01657	1.48341
0	1.01748	1.64035
1	1.01839	1.78172
0	1.0193	1.69754
0	1.02022	1.82358
1	1.02113	1.74486
0	1.02204	1.85851
1	1.02295	1.78466
0	1.02386	1.8881
0	1.02478	1.98392
1	1.02569	1.75403
0	1.0266	2.00187
0	1.02751	2.08439
1	1.02842	1.72929
0	1.02934	2.09441
0	1.03025	2.16668
1	1.03116	1.7089
0	1.03207	2.17117
0	1.03298	2.23532
1	1.0339	1.6918
0	1.03481	2.23586
1	1.03572	1.72008
0	1.03663	2.23635
0	1.03754	2.29112
1	1.03846	1.70422
0	1.03937	2.28901
0	1.04028	2.33888
1	1.04119	1.69046
0	1.0421	2.33484
0	1.04302	2.38056
1	1.04393	1.67842
0	1.04484	2.37507
0	1.04575	2.41725
1	1.04666	1.66778
0	1.04758	2.41067
1	1.04849	1.68952
0	1.0494	2.40458
0	1.05031	2.4424
1	1.05122	1.67924
0	1.05214	2.43552
0	1.05305	2.47086
1	1.05396	1.67
0	1.05487	2.46337
0	1.05578	2.49652
1	1.0567	1.66166
0	1.05761	2.48858
0	1.05852	2.51979
1	1.05943	1.65408
0	1.06034	2.5115
1	1.06126	1.6717
0	1.06217	2.5037
0	1.06308	2.53244
1	1.06399	1.66423
0	1.0649	2.52438
0	1.06582	2.55163
1	1.06673	1.65738
0	1.06764	2.54338
0	1.06855	2.56929
1	1.06946	1.65106
0	1.07038	2.5609
0	1.07129	2.5856
1	1.0722	1.64523
0	1.07311	2.57712
1	1.07402	1.66002
0	1.07494	2.56905
0	1.07585	2.59216
1	1.07676	1.65421
0	1.07767	2.58402
0	1.07858	2.60616
1	1.0795	1.64881
0	1.08041	2.59798
0	1.08132	2.61921
1	1.08223	1.64376
0	1.08314	2.61102
0	1.08406	2.63142
1	1.08497	1.63903
0	1.08588	2.62322
1	1.08679	1.65178
0	1.0877	2.61537
0	1.08862	2.63467
1	1.08953	1.64705
0	1.09044	2.62683
0	1.09135	2.64544
1	1.09226	1.64261
0	1.09318	2.63761
0	1.09409	2.65558
1	1.095	1.63842
0	1.09591	2.64779
0	1.09682	2.66515
1	1.09774	1.63446
0	1.09865	2.65739
1	1.09956	1.64566
0	1.10047	2.64992
0	1.10138	2.66648
1	1.1023	1.64168
0	1.10321	2.65904
0	1.10412	2.67509
1	1.10503	1.63792
0	1.10594	2.6677
0	1.10686	2.68326
1	1.10777	1.63434
0	1.10868	2.67592
0	1.10959	2.69102
1	1.1105	1.63094
0	1.11142	2.68373
1	1.11233	1.64092
0	1.11324	2.67667
0	1.11415	2.69117
1	1.11506	1.6375
0	1.11598	2.68416
0	1.11689	2.69826
1	1.1178	1.63424
0	1.11871	2.69131
0	1.11962	2.70503
1	1.12054	1.63113
0	1.12145	2.69813
0	1.12236	2.71149
1	1.12327	1.62815
0	1.12418	2.70465
1	1.1251	1.63715
0	1.12601	2.69801
0	1.12692	2.71089
1	1.12783	1.63416
0	1.12874	2.7043
0	1.12966	2.71687
1	1.13057	1.63128
0	1.13148	2.71033
0	1.13239	2.7226
1	1.1333	1.62853
0	1.13422	2.71612
0	1.13513	2.7281
1	1.13604	1.62589
0	1.13695	2.72167
1	1.13786	1.63409
0	1.13878	2.71542
0	1.13969	2.72701
1	1.1406	1.63142
0	1.14151	2.72081
0	1.14242	2.73214
1	1.14334	1.62885
0	1.14425	2.72599
0	1.14516	2.73708
1	1.14607	1.62639
0	1.14698	2.73098
0	1.1479	2.74184
1	1.14881	1.62401
0	1.14972	2.73579
1	1.15063	1.63154
0	1.15154	2.72989
0	1.15246	2.74043
1	1.15337	1.62914
0	1.15428	2.73458
0	1.15519	2.7449
1	1.1561	1.62682
0	1.15702	2.7391
0	1.15793	2.74922
1	1.15884	1.62459
0	1.15975	2.74347
0	1.16066	2.75339
1	1.16158	1.62243
0	1.16249	2.74769
1	1.1634	1.62939
0	1.16431	2.74212
0	1.16522	2.75177
1	1.16614	1.62721
0	1.16705	2.74624
0	1.16796	2.75572
1	1.16887	1.6251
0	1.16978	2.75024
0	1.1707	2.75954
1	1.17161	1.62306
0	1.17252	2.75411
1	1.17343	1.6296
0	1.17434	2.74879
0	1.17526	2.75786
1	1.17617	1.62755
0	1.17708	2.75258
0	1.17799	2.76149
1	1.1789	1.62555
0	1.17982	2.75625
0	1.18073	2.76501
1	1.18164	1.62362
0	1.18255	2.75982
0	1.18346	2.76843
1	1.18438	1.62174
0	1.18529	2.76328
