1.00927	4.41798
1.01018	8.04463
1.01201	10.2339
1.01383	11.8457
1.01474	13.8912
1.01657	14.8341
1.01748	16.4035
1.0193	16.9754
1.02022	18.2358
1.02204	18.5851
1.02386	18.881
1.02478	19.8392
1.0266	20.0187
1.02751	20.8439
1.02934	20.9441
1.03025	21.6668
1.03207	21.7117
1.03298	22.3532
1.03481	22.3586
1.03663	22.3635
1.03754	22.9112
1.03937	22.8901
1.04028	23.3888
1.0421	23.3484
1.04302	23.8056
1.04484	23.7507
1.04575	24.1725
1.04758	24.1067
1.0494	24.0458
1.05031	24.424
1.05214	24.3552
1.05305	24.7086
1.05487	24.6337
1.05578	24.9652
1.05761	24.8858
1.05852	25.1979
1.06034	25.115
1.06217	25.037
1.06308	25.3244
1.0649	25.2438
1.06582	25.5163
1.06764	25.4338
1.06855	25.6929
1.07038	25.609
1.07129	25.856
1.07311	25.7712
1.07494	25.6905
1.07585	25.9216
1.07767	25.8402
1.07858	26.0616
1.08041	25.9798
1.08132	26.1921
1.08314	26.1102
1.08406	26.3142
1.08588	26.2322
1.0877	26.1537
1.08862	26.3467
1.09044	26.2683
1.09135	26.4544
1.09318	26.3761
1.09409	26.5558
1.09591	26.4779
1.09682	26.6515
1.09865	26.5739
1.10047	26.4992
1.10138	26.6648
1.10321	26.5904
1.10412	26.7509
1.10594	26.677
1.10686	26.8326
1.10868	26.7592
1.10959	26.9102
1.11142	26.8373
1.11324	26.7667
1.11415	26.9117
1.11598	26.8416
1.11689	26.9826
1.11871	26.9131
1.11962	27.0503
1.12145	26.9813
1.12236	27.1149
1.12418	27.0465
1.12601	26.9801
1.12692	27.1089
1.12874	27.043
1.12966	27.1687
1.13148	27.1033
1.13239	27.226
1.13422	27.1612
1.13513	27.281
1.13695	27.2167
1.13878	27.1542
1.13969	27.2701
1.14151	27.2081
1.14242	27.3214
1.14425	27.2599
1.14516	27.3708
1.14698	27.3098
1.1479	27.4184
1.14972	27.3579
1.15154	27.2989
1.15246	27.4043
1.15428	27.3458
1.15519	27.449
1.15702	27.391
1.15793	27.4922
1.15975	27.4347
1.16066	27.5339
1.16249	27.4769
1.16431	27.4212
1.16522	27.5177
1.16705	27.4624
1.16796	27.5572
1.16978	27.5024
1.1707	27.5954
1.17252	27.5411
1.17434	27.4879
1.17526	27.5786
1.17708	27.5258
1.17799	27.6149
1.17982	27.5625
1.18073	27.6501
1.18255	27.5982
1.18346	27.6843
1.18529	27.6328
1.18711	27.5823
1.18802	27.6664
1.18985	27.6163
1.19076	27.699
1.19258	27.6494
1.19349	27.7307
1.19532	27.6815
1.19623	27.7616
1.19805	27.7127
1.19988	27.6647
1.20079	27.7431
1.20261	27.6955
1.20353	27.7726
1.20535	27.7254
1.20626	27.8014
1.20809	27.7545
1.209	27.8294
1.21082	27.7829
1.21265	27.7372
1.21356	27.8106
1.21538	27.7652
1.21629	27.8375
1.21812	27.7925
1.21903	27.8638
1.22085	27.8192
1.22177	27.8895
1.22359	27.8451
1.22541	27.8015
1.22633	27.8705
1.22815	27.8272
1.22906	27.8952
1.23089	27.8522
1.2318	27.9194
1.23362	27.8767
1.23453	27.943
1.23636	27.9006
1.23818	27.8589
1.23909	27.924
1.24092	27.8826
1.24183	27.9468
1.24365	27.9057
1.24457	27.9691
1.24639	27.9283
1.2473	27.9909
1.24913	27.9504
1.25095	27.9105
1.25186	27.972
1.25369	27.9324
1.2546	27.9932
1.25642	27.9538
1.25733	28.0139
1.25916	27.9748
1.26007	28.0342
1.26189	27.9954
1.26372	27.957
1.26554	27.9193
1.26737	27.882
1.26919	27.8452
1.2701	27.9028
1.27193	27.8663
1.27375	27.8303
1.27557	27.7947
1.2774	27.7596
1.27831	27.8158
1.28013	27.7809
1.28196	27.7465
1.28378	27.7125
1.28561	27.6789
1.28652	27.7337
1.28834	27.7004
1.29017	27.6674
1.29199	27.6348
1.2929	27.6886
1.29473	27.6562
1.29655	27.6243
1.29837	27.5927
1.3002	27.5615
1.30111	27.614
1.30293	27.583
1.30476	27.5523
1.30658	27.522
1.30841	27.492
1.30932	27.5434
1.31114	27.5135
1.31297	27.4841
1.31479	27.4549
1.31661	27.4261
1.31753	27.4764
1.31935	27.4477
1.32117	27.4193
1.323	27.3913
1.32482	27.3636
1.32573	27.4127
1.32756	27.3851
1.32938	27.3578
1.33121	27.3308
1.33303	27.3041
1.33394	27.3522
1.33577	27.3256
1.33759	27.2993
1.33941	27.2733
1.34124	27.2475
1.34215	27.2946
1.34397	27.269
1.3458	27.2436
1.34762	27.2185
1.34945	27.1936
1.35036	27.2397
1.35218	27.215
1.35401	27.1904
1.35583	27.1662
1.35765	27.1421
1.35857	27.1873
1.36039	27.1634
1.36221	27.1397
1.36404	27.1162
1.36586	27.093
1.36677	27.1373
1.3686	27.1141
1.37042	27.0912
1.37225	27.0685
1.37407	27.046
1.37498	27.0895
1.37681	27.067
1.37863	27.0448
1.38045	27.0228
1.38137	27.0656
1.38228	27.1082
1.38319	27.1505
1.38501	27.1283
1.38684	27.1063
1.38866	27.0845
1.38957	27.1262
1.3914	27.1044
1.39322	27.0829
1.39505	27.0615
1.39687	27.0403
1.39778	27.0813
1.39961	27.0602
1.40143	27.0393
1.40325	27.0186
1.40508	26.998
1.40599	27.0383
1.40781	27.0178
1.40964	26.9974
1.41146	26.9773
1.41329	26.9574
1.4142	26.9969
1.41602	26.977
1.41785	26.9573
1.41967	26.9377
1.42149	26.9183
1.42241	26.9571
1.42423	26.9378
1.42605	26.9186
1.42788	26.8996
1.4297	26.8807
1.43061	26.9189
